level,word,site_num_log_bing,site_num_log_yahoo,learning_level,site_num_log_google
1,town,7.269512944,9.342422681,1,9.437750563
1,hundred,7.269512944,8.829303773,1,8.82672252
1,hand,7.271841607,9.656098202,1,9.292256071
1,field,7.274157849,9.311753861,1,9.350248018
1,sun,7.274157849,9.480006943,1,9.176091259
1,week,7.274157849,9.522444234,1,9.411619706
1,ship,7.274157849,9.079181246,1,8.888179494
1,side,7.274157849,9.507855872,1,9.290034611
5,marketing,7.274157849,9.235528447,1,9.113943352
2,term,7.274157849,9.155336037,1,9.421603927
1,ice,7.276461804,9.209515015,1,9.021189299
1,cloud,7.276461804,9.227886705,1,9.123851641
2,control,7.276461804,9.413299764,1,9.414973348
2,law,7.276461804,9.274157849,1,9.477121255
1,money,7.278753601,9.424881637,1,9.315970345
1,song,7.278753601,9.008600172,1,9.004321374
1,front,7.278753601,9.444044796,1,9.474216264
1,tree,7.278753601,9.519827994,1,9.526339277
1,east,7.278753601,9.348304863,1,9.348304863
2,cost,7.278753601,9.338456494,1,9.382017043
1,restaurant,7.281033367,9.540329475,1,8.96425963
1,rock,7.281033367,9.409933123,1,9.167317335
1,party,7.283301229,9.62324929,1,9.418301291
2,result,7.283301229,9.285557309,1,9.245512668
1,student,7.285557309,9.376576957,1,9.357934847
1,change,7.285557309,9.550228353,1,9.571708832
1,water,7.285557309,9.725094521,1,9.698100546
1,baby,7.28780173,9.588831726,1,8.995635195
1,table,7.28780173,9.599883072,1,9.491361694
1,library,7.28780173,9.173186268,1,9.394451681
1,sky,7.290034611,9.584331224,1,9.57054294
1,Mr.,7.290034611,9.359835482,1,9.222716471
1,case,7.290034611,9.51054501,1,9.404833717
1,master,7.290034611,9.389166084,1,9.209515015
2,experience,7.290034611,9.499687083,1,9.403120521
2,activity,7.292256071,9.212187604,1,9.225309282
3,learning,7.294466226,9.220108088,1,9.283301229
1,light,7.294466226,9.664641976,1,9.324282455
1,son,7.29666519,9.695481676,1,9.326335861
1,gold,7.29666519,9.496929648,1,9.096910013
1,country,7.29666519,9.575187845,1,9.764922985
1,food,7.298853076,9.717670503,1,9.419955748
1,note,7.298853076,9.45484486,1,9.498310554
1,body,7.298853076,9.324282455,1,9.344392274
1,picture,7.298853076,9.606381365,1,9.506505032
1,trip,7.298853076,9.227886705,1,8.909556029
1,class,7.298853076,9.472756449,1,9.372912003
1,magazine,7.298853076,9.173186268,1,9.155336037
1,artist,7.301029996,9.33243846,1,9.025305865
1,fire,7.303196057,9.120573931,1,9.113943352
1,card,7.303196057,9.450249108,1,9.158362492
1,end,7.303196057,9.434568904,1,9.434568904
2,care,7.303196057,9.720985744,1,9.432969291
2,university,7.303196057,9.494154594,1,9.635483747
1,history,7.305351369,9.600972896,1,9.851869601
1,road,7.305351369,9.556302501,1,9.338456494
1,wall,7.305351369,9.511883361,1,9.206825876
1,market,7.305351369,9.292256071,1,9.281033367
1,way,7.307496038,9.748962861,1,9.575187845
1,year,7.307496038,10.22349594,1,9.687528961
5,listing,7.307496038,9.198657087,1,8.825426118
1,north,7.309630167,9.469822016,1,9.428134794
1,paper,7.309630167,9.50242712,1,9.340444115
1,room,7.309630167,9.758154622,1,9.389166084
1,fun,7.311753861,9.946943271,1,9.260071388
1,land,7.311753861,9.565847819,1,9.457881897
2,style,7.311753861,9.77815125,1,9.294466226
2,rate,7.311753861,9.274157849,1,9.274157849
1,air,7.31386722,9.31386722,1,9.315970345
1,part,7.318063335,9.870403905,1,9.686636269
1,language,7.318063335,9.475671188,1,9.69019608
1,men,7.320146286,9.620136055,1,9.336459734
1,color,7.320146286,9.677606953,1,9.40654018
1,shopping,7.320146286,9.173186268,1,9.161368002
1,plan,7.322219295,9.475671188,1,9.390935107
2,player,7.322219295,9.340444115,1,9.161368002
1,street,7.324282455,9.595496222,1,9.392696953
1,girl,7.324282455,9.281033367,1,9.298853076
1,point,7.324282455,9.465382851,1,9.382017043
1,order,7.326335861,9.568201724,1,9.445604203
1,park,7.326335861,9.344392274,1,9.324282455
1,radio,7.326335861,9.29666519,1,9.152288344
2,message,7.326335861,9.447158031,1,9.365487985
2,course,7.326335861,9.281033367,1,9.318063335
1,film,7.328379603,9.645422269,1,9.496929648
1,need,7.328379603,9.5774918,1,9.56937391
1,west,7.328379603,9.356025857,1,9.350248018
2,program,7.328379603,9.376576957,1,9.579783597
1,hotel,7.330413773,9.08278537,1,9.064457989
2,health,7.330413773,9.541579244,1,9.491361694
1,space,7.33243846,9.5132176,1,9.401400541
1,star,7.33243846,9.660865478,1,9.257678575
1,office,7.334453751,9.606381365,1,9.701567985
2,area,7.340444115,9.681241237,1,9.693726949
2,state,7.340444115,9.571708832,1,9.598790507
2,system,7.340444115,9.649334859,1,9.482873584
1,cat,7.342422681,9.342422681,1,8.925827575
4,rating,7.342422681,9.369215857,1,9.049218023
1,size,7.344392274,9.811575006,1,9.63447727
1,family,7.348304863,9.79518459,1,9.521138084
1,test,7.348304863,9.526339277,1,9.475671188
1,south,7.350248018,9.515873844,1,9.44870632
1,team,7.352182518,9.523746467,1,9.51054501
2,board,7.354108439,9.463892989,1,9.318063335
1,story,7.356025857,9.484299839,1,9.387389826
1,man,7.356025857,9.701567985,1,9.673941999
1,place,7.357934847,9.748188027,1,9.717670503
2,address,7.359835482,9.530199698,1,9.492760389
1,movie,7.36361198,9.507855872,1,9.100370545
1,work,7.36361198,9.838849091,1,10.22608412
1,sport,7.367355921,9.691081492,1,9.45331834
1,box,7.367355921,9.580924976,1,9.26245109
1,business,7.367355921,9.803457116,1,9.584331224
1,life,7.371067862,9.833147112,1,9.587710965
1,member,7.371067862,9.346352974,1,9.361727836
1,number,7.372912003,9.604226053,1,9.605305046
1,car,7.374748346,9.411619706,1,9.428134794
1,job,7.374748346,9.496929648,1,9.445604203
1,price,7.383815366,9.33243846,1,9.292256071
1,time,7.387389826,10.03941412,1,9.797959644
1,hospital,7.387389826,9.089905111,1,9.260071388
1,center,7.389166084,9.621176282,1,9.613841822
1,school,7.389166084,9.710117365,1,9.50242712
2,check,7.389166084,9.625312451,1,9.409933123
1,group,7.390935107,9.526339277,1,9.517195898
1,word,7.392696953,9.387389826,1,9.340444115
1,power,7.394451681,9.57054294,1,9.378397901
1,day,7.394451681,9.92788341,1,9.672097858
1,line,7.394451681,9.894869657,1,9.822168079
1,date,7.399673721,10.40260524,1,10.40260524
1,mail,7.399673721,9.322219295,1,9.309630167
2,event,7.399673721,9.700703717,1,9.526339277
2,action,7.401400541,9.5132176,1,9.442479769
1,love,7.403120521,9.411619706,1,9.404833717
3,article,7.414973348,9.498310554,1,9.869818208
1,store,7.419955748,9.766412847,1,9.36361198
1,club,7.419955748,9.674861141,1,9.267171728
1,music,7.421603927,9.796574333,1,9.436162647
1,phone,7.423245874,9.694605199,1,9.431363764
2,service,7.423245874,9.878521796,1,9.685741739
1,company,7.431363764,9.729974286,1,9.556302501
2,image,7.437750563,10.08707121,1,10.16256441
1,back,7.439332694,9.869818208,1,9.617000341
1,city,7.445604203,9.852479994,1,9.761927838
1,art,7.459392488,10.03100428,1,10.14050804
1,map,7.46686762,9.584331224,1,9.840106094
1,book,7.46834733,9.664641976,1,9.456366033
1,type,7.481442629,10.0576661,1,10.10380372
1,list,7.492760389,9.746634199,1,9.933487288
2,information,7.506505032,9.918554531,1,10.25503116
1,top,7.509202522,10.11561051,1,9.670245853
1,name,7.51054501,9.841984805,1,9.613841822
1,world,7.519827994,9.897627091,1,9.900913068
1,May,7.532754379,10.02284061,1,10.01283722
1,sign,7.561101384,9.6599162,1,9.658964843
1,people,7.564666064,9.988558957,1,9.717670503
3,contact,7.572871602,9.857935265,1,9.64738297
2,account,7.579783597,9.660865478,1,9.551449998
1,shop,7.598790507,9.290034611,1,9.255272505
1,house,7.602059991,9.767155866,1,9.761175813
2,share,7.620136055,10.00560945,1,9.983175072
1,game,7.624282096,9.657055853,1,9.346352974
1,news,7.629409599,9.671172843,1,9.660865478
1,post,7.649334859,9.501059262,1,9.501059262
2,view,7.656098202,9.725911632,1,9.720985744
1,page,7.710117365,10.13097669,1,10.14921911
1,key,7.744292983,9.380211242,1,9.385606274
1,home,7.749736316,10.1532049,1,9.769377326
2,form,7.755112266,9.46834733,1,9.44870632
2,product,7.826074803,9.995635195,1,9.509202522
2,handkerchief,6.411619706,7.442479769,2,7.178976947
1,classmate,6.712649702,7.621176282,2,7.622214023
3,pity,6.867467488,7.767897616,2,7.839478047
4,spite,6.935507266,7.965671971,2,8.758911892
2,waiter,6.966141733,7.567026366,2,7.57863921
2,pardon,7.008600172,7.887054378,2,7.901458321
4,laughter,7.025305865,7.909020854,2,7.892651034
2,mankind,7.029383778,7.884795364,2,8.123851641
2,kilometer,7.029383778,8.06069784,2,8.037426498
1,policeman,7.041392685,7.59439255,2,7.596597096
1,hurry,7.041392685,8.181843588,2,7.85672889
2,foreigner,7.045322979,7.575187845,2,7.619093331
3,regret,7.049218023,8.212187604,2,8.184691431
2,cheek,7.053078443,9.029383778,2,8.653212514
7,poisoning,7.053078443,7.696356389,2,8.190331698
3,chimney,7.056904851,7.648360011,2,7.660865478
2,stair,7.06069784,7.890421019,2,7.658011397
1,grandfather,7.064457989,8.053078443,2,7.946452265
5,belonging,7.064457989,8.089905111,2,8.766412847
2,servant,7.064457989,8.086359831,2,8.257678575
2,elbow,7.064457989,8.053078443,2,8.049218023
3,ruin,7.068185862,8.041392685,2,8.053078443
1,grandmother,7.068185862,8.206825876,2,8.374748346
4,hiding,7.068185862,8.267171728,2,8.247973266
2,pupil,7.068185862,7.720985744,2,8.136720567
2,straw,7.071882007,8.133538908,2,8.096910013
2,cousin,7.071882007,8.334453751,2,8.326335861
3,shame,7.075546961,8.301029996,2,8.220108088
1,chalk,7.075546961,7.944975908,2,7.936513742
5,beating,7.075546961,8.195899652,2,8.206825876
5,breathing,7.075546961,8.206825876,2,8.292256071
4,invention,7.075546961,8.041392685,2,8.376576957
2,sailor,7.075546961,8.334453751,2,7.745074792
3,nerve,7.079181246,8.580924976,2,8.558708571
3,stocking,7.079181246,7.88592634,2,7.875061263
2,envelope,7.079181246,8.416640507,2,8.499687083
2,sock,7.079181246,8.267171728,2,7.757396029
2,beard,7.079181246,8.752048448,2,8.537819095
3,flour,7.08278537,8.245512668,2,8.117271296
3,continent,7.08278537,8.08278537,2,8.477121255
3,creature,7.08278537,8.093421685,2,8.089905111
2,dozen,7.08278537,8.220108088,2,8.392696953
2,elevator,7.08278537,8.133538908,2,7.950364854
2,stomach,7.08278537,8.481442629,2,8.478566496
2,poet,7.08278537,8.29666519,2,8.28780173
2,courage,7.08278537,8.357934847,2,8.29666519
3,countryside,7.086359831,8.139879086,2,8.120573931
2,supper,7.086359831,8.243038049,2,7.958085849
2,habit,7.086359831,8.281033367,2,8.352182518
2,poison,7.086359831,8.133538908,2,8.127104798
2,insect,7.086359831,8.342422681,2,8.51851394
2,curtain,7.086359831,8.584331224,2,8.071882007
3,suffering,7.089905111,8.652246341,2,8.63748973
3,carriage,7.089905111,8.155336037,2,8.06069784
1,neighbor,7.089905111,8.403120521,2,8.843855423
3,parcel,7.093421685,8.28780173,2,8.06069784
3,hunger,7.093421685,8.346352974,2,8.352182518
1,violin,7.093421685,7.846955325,2,7.833784375
2,anger,7.093421685,8.382017043,2,8.354108439
2,stranger,7.093421685,8.149219113,2,8.152288344
2,cheer,7.093421685,7.900367129,2,7.918030337
2,harm,7.093421685,8.283301229,2,8.629409599
7,binding,7.093421685,8.392696953,2,8.958563883
3,absence,7.096910013,9.017033339,2,9.421603927
3,belief,7.096910013,8.285557309,2,8.739572344
1,spoon,7.096910013,7.86923172,2,7.882524538
1,fool,7.096910013,8.222716471,2,8.004321374
4,cattle,7.096910013,8.240549248,2,8.46686762
2,skating,7.096910013,8.139879086,2,7.824776462
2,needle,7.096910013,8.334453751,2,8.376576957
3,attitude,7.100370545,8.5774918,2,8.752048448
3,trunk,7.100370545,8.342422681,2,8.338456494
3,whale,7.100370545,8.029383778,2,8.012837225
